year,id,ext,den,cal,Reef
1765,ABR01A,0.9650,1.3010,1.2560,ABR
1766,ABR01A,1.5490,1.2990,2.0130,ABR
1767,ABR01A,1.0670,1.3410,1.4310,ABR
1768,ABR01A,0.9140,1.4060,1.2860,ABR
1769,ABR01A,0.7870,1.4150,1.1150,ABR
1770,ABR01A,0.7620,1.4330,1.0920,ABR
1771,ABR01A,0.9400,1.4290,1.3430,ABR
1772,ABR01A,0.8130,1.4320,1.1640,ABR
1773,ABR01A,1.0920,1.3790,1.5060,ABR
1774,ABR01A,0.8130,1.3370,1.0870,ABR
1775,ABR01A,0.7870,1.3430,1.0570,ABR
1776,ABR01A,0.8380,1.3760,1.1540,ABR
1777,ABR01A,0.8890,1.4030,1.2470,ABR
1778,ABR01A,1.3970,1.4380,2.0090,ABR
1779,ABR01A,0.6350,1.4440,0.9170,ABR
1780,ABR01A,0.7110,1.4450,1.0280,ABR
1781,ABR01A,0.7620,1.4470,1.1020,ABR
1782,ABR01A,0.9400,1.4470,1.3600,ABR
1783,ABR01A,0.6860,1.4340,0.9830,ABR
1784,ABR01A,0.5080,1.4470,0.7350,ABR
1785,ABR01A,0.8890,1.4480,1.2870,ABR
1786,ABR01A,1.0410,1.3850,1.4420,ABR
1787,ABR01A,0.9400,1.3520,1.2710,ABR
1788,ABR01A,1.1180,1.3290,1.4850,ABR
1789,ABR01A,1.1180,1.3160,1.4710,ABR
1790,ABR01A,0.8890,1.3250,1.1780,ABR
1791,ABR01A,0.9910,1.3230,1.3100,ABR
1792,ABR01A,0.9140,1.3730,1.2560,ABR
1793,ABR01A,0.6350,1.3820,0.8770,ABR
1794,ABR01A,0.8130,1.3860,1.1270,ABR
1795,ABR01A,0.6600,1.3550,0.8950,ABR
1796,ABR01A,0.7110,1.3650,0.9710,ABR
1797,ABR01A,0.8640,1.3100,1.1310,ABR
1798,ABR01A,0.8890,1.2710,1.1300,ABR
1799,ABR01A,0.7620,1.2810,0.9760,ABR
1800,ABR01A,0.7870,1.3210,1.0400,ABR
1801,ABR01A,0.6860,1.3460,0.9230,ABR
1802,ABR01A,0.8130,1.3260,1.0770,ABR
1803,ABR01A,0.9140,1.3570,1.2410,ABR
1804,ABR01A,0.8640,1.2590,1.0880,ABR
1805,ABR01A,0.7110,1.2220,0.8690,ABR
1806,ABR01A,0.8890,1.1850,1.0530,ABR
1807,ABR01A,1.2450,1.1010,1.3710,ABR
1808,ABR01A,0.8130,1.0840,0.8810,ABR
1809,ABR01A,1.0160,1.1190,1.1370,ABR
1810,ABR01A,1.2190,1.1990,1.4620,ABR
1811,ABR01A,1.5240,1.1740,1.7880,ABR
1812,ABR01A,1.1680,1.1330,1.3240,ABR
1813,ABR01A,1.0670,1.1210,1.1960,ABR
1814,ABR01A,0.8130,1.1290,0.9180,ABR
1815,ABR01A,1.2190,1.1990,1.4610,ABR
1816,ABR01A,0.9650,1.2560,1.2120,ABR
1817,ABR01A,1.0160,1.2970,1.3178,ABR
1818,ABR01A,1.0670,1.2640,1.3490,ABR
1819,ABR01A,1.1430,1.2510,1.4290,ABR
1820,ABR01A,0.6600,1.2170,0.8040,ABR
1821,ABR01A,1.3460,1.1990,1.6140,ABR
1822,ABR01A,1.0160,1.1980,1.2170,ABR
1823,ABR01A,0.9650,1.1900,1.1480,ABR
1824,ABR01A,0.9400,1.2020,1.1300,ABR
1825,ABR01A,0.9400,1.2120,1.1390,ABR
1826,ABR01A,1.0160,1.2650,1.2860,ABR
1827,ABR01A,0.8640,1.2620,1.0890,ABR
1828,ABR01A,0.5330,1.2660,0.6750,ABR
1829,ABR01A,0.8130,1.2380,1.0070,ABR
1830,ABR01A,0.9140,1.2070,1.1030,ABR
1831,ABR01A,0.9650,1.1600,1.1200,ABR
1832,ABR01A,0.7870,1.1670,0.9190,ABR
1833,ABR01A,1.4220,1.1670,1.6600,ABR
1834,ABR01A,0.9650,1.1040,1.0660,ABR
1835,ABR01A,0.5840,0.9900,0.5780,ABR
1836,ABR01A,0.6600,1.0270,0.6780,ABR
1837,ABR01A,1.1940,1.0360,1.2370,ABR
1838,ABR01A,1.7020,1.0960,1.8650,ABR
1839,ABR01A,1.2950,1.1150,1.4440,ABR
1840,ABR01A,1.2950,1.1110,1.4390,ABR
1841,ABR01A,1.3210,1.1670,1.5420,ABR
1842,ABR01A,1.2950,1.1770,1.5250,ABR
1843,ABR01A,1.2700,1.1530,1.4640,ABR
1844,ABR01A,1.4220,1.1230,1.5970,ABR
1845,ABR01A,0.7370,1.1040,0.8130,ABR
1846,ABR01A,1.1680,1.0920,1.2760,ABR
1847,ABR01A,0.9650,1.1190,1.0800,ABR
1848,ABR01A,1.2445,1.1420,1.4212,ABR
1849,ABR01A,1.5240,1.1560,1.7620,ABR
1850,ABR01A,0.6860,1.1420,0.7830,ABR
1851,ABR01A,1.2950,1.1770,1.5250,ABR
1852,ABR01A,1.1430,1.1690,1.3370,ABR
1853,ABR01A,1.1180,1.1680,1.3060,ABR
1854,ABR01A,1.1940,1.1720,1.4000,ABR
1855,ABR01A,1.2700,1.1820,1.5010,ABR
1856,ABR01A,1.1680,1.2340,1.4420,ABR
1857,ABR01A,0.8130,1.2380,1.0060,ABR
1858,ABR01A,0.9910,1.2490,1.2370,ABR
1859,ABR01A,0.8380,1.2680,1.0630,ABR
1860,ABR01A,0.7370,1.3070,0.9630,ABR
1861,ABR01A,1.2190,1.3180,1.6060,ABR
1862,ABR01A,1.1680,1.3680,1.5980,ABR
1863,ABR01A,1.0410,1.3150,1.3690,ABR
1864,ABR01A,0.9910,1.2040,1.1930,ABR
1865,ABR01A,1.1680,1.1700,1.3670,ABR
1866,ABR01A,1.0410,1.1490,1.1970,ABR
1867,ABR01A,1.2950,1.1140,1.4430,ABR
1868,ABR01A,1.0410,1.1360,1.1830,ABR
1869,ABR01A,1.0670,1.1490,1.2250,ABR
1870,ABR01A,0.5840,1.1190,0.6540,ABR
1871,ABR01A,1.0920,1.1350,1.2400,ABR
1872,ABR01A,0.7110,1.1810,0.8400,ABR
1873,ABR01A,1.4990,1.2280,1.8400,ABR
1874,ABR01A,1.0410,1.1790,1.2270,ABR
1875,ABR01A,1.2190,1.1710,1.4280,ABR
1876,ABR01A,1.1680,1.0930,1.2770,ABR
1877,ABR01A,1.1680,1.0950,1.2800,ABR
1878,ABR01A,1.1680,1.1700,1.3670,ABR
1879,ABR01A,0.9400,1.2060,1.1340,ABR
1880,ABR01A,0.9400,1.2140,1.1410,ABR
1881,ABR01A,1.2190,1.2230,1.4910,ABR
1882,ABR01A,1.3210,1.2310,1.6260,ABR
1883,ABR01A,1.2950,1.2810,1.6590,ABR
1884,ABR01A,1.1940,1.2640,1.5090,ABR
1885,ABR01A,0.8890,1.2480,1.1090,ABR
1886,ABR01A,1.2700,1.2560,1.5960,ABR
1887,ABR01A,1.1180,1.2540,1.4010,ABR
1888,ABR01A,0.7870,1.2140,0.9560,ABR
1889,ABR01A,0.8640,1.1890,1.0270,ABR
1890,ABR01A,1.1430,1.1840,1.3530,ABR
1891,ABR01A,1.6000,1.1770,1.8830,ABR
1892,ABR01A,1.0920,1.1650,1.2720,ABR
1893,ABR01A,1.1430,1.1610,1.3270,ABR
1894,ABR01A,0.7620,1.1890,0.9060,ABR
1895,ABR01A,1.1430,1.1620,1.3290,ABR
1896,ABR01A,1.2950,1.1560,1.4980,ABR
1897,ABR01A,1.1680,1.1810,1.3800,ABR
1898,ABR01A,1.0410,1.3090,1.3640,ABR
1899,ABR01A,0.8130,1.2810,1.0410,ABR
1900,ABR01A,0.8380,1.2180,1.0210,ABR
1901,ABR01A,1.0160,1.1960,1.2150,ABR
1902,ABR01A,1.0410,1.2380,1.2890,ABR
1903,ABR01A,1.3970,1.1740,1.6400,ABR
1904,ABR01A,1.1430,1.1790,1.3470,ABR
1905,ABR01A,0.7110,1.1370,0.8090,ABR
1906,ABR01A,1.1180,1.1740,1.3120,ABR
1907,ABR01A,1.0160,1.1860,1.2050,ABR
1908,ABR01A,1.6760,1.2000,2.0120,ABR
1909,ABR01A,1.7020,1.0610,1.8060,ABR
1910,ABR01A,1.7150,0.9710,1.6653,ABR
1911,ABR01A,1.7270,0.9990,1.7260,ABR
1912,ABR01A,1.5490,1.0070,1.5600,ABR
1913,ABR01A,1.3210,1.0110,1.3360,ABR
1914,ABR01A,1.2450,1.0530,1.3100,ABR
1915,ABR01A,1.6000,1.1410,1.8250,ABR
1916,ABR01A,0.6350,1.0760,0.6830,ABR
1917,ABR01A,0.6350,0.9900,0.6290,ABR
1918,ABR01A,1.0160,0.9870,1.0030,ABR
1919,ABR01A,1.4990,1.0260,1.5380,ABR
1920,ABR01A,1.5240,1.0060,1.5330,ABR
1921,ABR01A,0.8890,1.0280,0.9140,ABR
1922,ABR01A,1.1430,0.9850,1.1259,ABR
1923,ABR01A,1.3970,0.9800,1.3690,ABR
1924,ABR01A,1.3460,1.0190,1.3720,ABR
1925,ABR01A,1.2190,1.0540,1.2840,ABR
1926,ABR01A,1.3720,1.0670,1.4630,ABR
1927,ABR01A,1.0920,1.0510,1.1480,ABR
1928,ABR01A,1.1940,1.0270,1.2260,ABR
1929,ABR01A,1.3720,1.0070,1.3810,ABR
1930,ABR01A,1.0920,1.0360,1.1320,ABR
1931,ABR01A,0.7870,1.0840,0.8530,ABR
1932,ABR01A,1.2950,1.2270,1.5890,ABR
1933,ABR01A,0.8130,1.2520,1.0180,ABR
1934,ABR01A,0.9910,1.2480,1.2360,ABR
1935,ABR01A,1.2950,1.1280,1.4620,ABR
1936,ABR01A,1.2450,1.0190,1.2690,ABR
1937,ABR01A,1.4480,0.9800,1.4200,ABR
1938,ABR01A,1.0160,1.2380,1.2580,ABR
1939,ABR01A,1.1680,1.2260,1.4330,ABR
1940,ABR01A,0.6860,1.0890,0.7470,ABR
1941,ABR01A,1.5490,1.1320,1.7540,ABR
1942,ABR01A,1.7270,1.1170,1.9290,ABR
1943,ABR01A,1.4990,1.1240,1.6840,ABR
1944,ABR01A,0.9910,1.1160,1.1050,ABR
1945,ABR01A,1.4730,1.1350,1.6720,ABR
1946,ABR01A,1.5490,1.1030,1.7080,ABR
1947,ABR01A,1.3970,1.1450,1.5990,ABR
1948,ABR01A,1.2065,1.1710,1.4128,ABR
1949,ABR01A,1.0160,1.1440,1.1630,ABR
1950,ABR01A,0.5840,1.1270,0.6590,ABR
1951,ABR01A,1.2320,1.1720,1.4439,ABR
1952,ABR01A,1.3655,1.1230,1.5335,ABR
1953,ABR01A,1.4990,1.0660,1.5970,ABR
1954,ABR01A,1.0670,1.0480,1.1180,ABR
1955,ABR01A,1.2060,1.0920,1.3170,ABR
1956,ABR01A,1.3460,1.0980,1.4780,ABR
1957,ABR01A,1.3970,1.0880,1.5190,ABR
1958,ABR01A,1.3720,1.0650,1.4600,ABR
1959,ABR01A,1.1680,1.0670,1.2470,ABR
1960,ABR01A,1.0410,1.0730,1.1180,ABR
1961,ABR01A,1.1430,1.0330,1.1810,ABR
1962,ABR01A,1.3210,1.0330,1.3640,ABR
1963,ABR01A,1.3210,1.0450,1.3800,ABR
1964,ABR01A,1.3460,1.0600,1.4260,ABR
1965,ABR01A,1.0670,1.0380,1.1080,ABR
1966,ABR01A,1.2700,1.1230,1.4260,ABR
1967,ABR01A,1.3720,1.1130,1.5260,ABR
1968,ABR01A,1.4480,1.0880,1.5760,ABR
1969,ABR01A,1.1940,1.0640,1.2704,ABR
1970,ABR01A,0.9400,1.0800,1.0150,ABR
1971,ABR01A,1.0160,1.0860,1.1034,ABR
1972,ABR01A,1.0920,1.0670,1.1650,ABR
1973,ABR01A,1.0670,1.0350,1.1040,ABR
1974,ABR01A,1.4220,1.0460,1.4880,ABR
1975,ABR01A,0.7870,1.1280,0.8880,ABR
1976,ABR01A,0.6600,1.1650,0.7700,ABR
1977,ABR01A,0.3300,1.1120,0.3670,ABR
1978,ABR01A,0.9650,1.1960,1.1550,ABR
1979,ABR01A,0.7620,1.1920,0.9080,ABR
1980,ABR01A,1.1940,1.1860,1.4160,ABR
1981,ABR01A,0.9400,1.1810,1.1100,ABR
1982,ABR01A,1.0160,1.1680,1.1870,ABR
1983,ABR01A,0.7110,1.1640,0.8280,ABR
1984,ABR01A,1.2190,1.1610,1.4160,ABR
1985,ABR01A,0.6100,1.1340,0.6910,ABR
1606,ABR01H,0.6860,1.2660,0.8680,ABR
1607,ABR01H,0.2030,1.3160,0.2670,ABR
1608,ABR01H,0.9140,1.2080,1.1050,ABR
1609,ABR01H,0.8890,1.2020,1.0690,ABR
1610,ABR01H,0.8890,1.2290,1.0930,ABR
1611,ABR01H,0.8640,1.2610,1.0890,ABR
1612,ABR01H,0.6600,1.2440,0.8220,ABR
1613,ABR01H,0.7870,1.2570,0.9900,ABR
1614,ABR01H,1.0920,1.2600,1.3760,ABR
1615,ABR01H,0.3050,1.2410,0.3780,ABR
1616,ABR01H,1.1680,1.2410,1.4500,ABR
1617,ABR01H,0.8130,1.2080,0.9820,ABR
1618,ABR01H,0.8380,1.1570,0.9700,ABR
1619,ABR01H,0.7110,1.1580,0.8240,ABR
1620,ABR01H,1.1940,1.2610,1.5050,ABR
1621,ABR01H,0.5840,1.2700,0.7420,ABR
1622,ABR01H,0.5080,1.2640,0.6420,ABR
1623,ABR01H,0.7370,1.2600,0.9280,ABR
1624,ABR01H,0.5330,1.2510,0.6670,ABR
1625,ABR01H,0.7370,1.2700,0.9360,ABR
1626,ABR01H,0.5080,1.2790,0.6500,ABR
1627,ABR01H,0.7110,1.2480,0.8870,ABR
1628,ABR01H,0.8380,1.2410,1.0410,ABR
1629,ABR01H,0.8380,1.2410,1.0400,ABR
1630,ABR01H,0.9400,1.2830,1.2060,ABR
1631,ABR01H,0.5840,1.3070,0.7640,ABR
1632,ABR01H,1.1940,1.3430,1.6040,ABR
1633,ABR01H,0.7110,1.3330,0.9480,ABR
1634,ABR01H,0.5080,1.3330,0.6770,ABR
1635,ABR01H,0.7620,1.3480,1.0280,ABR
1636,ABR01H,0.8640,1.3540,1.1690,ABR
1637,ABR01H,0.7370,1.3050,0.9610,ABR
1638,ABR01H,0.6350,1.1070,0.7030,ABR
1639,ABR01H,1.4220,1.1450,1.6282,ABR
1640,ABR01H,0.9400,1.1160,1.0490,ABR
1641,ABR01H,0.9145,1.2270,1.1221,ABR
1642,ABR01H,0.8890,1.2100,1.0760,ABR
1643,ABR01H,0.9910,1.2510,1.2400,ABR
1644,ABR01H,0.7620,1.3150,1.0020,ABR
1645,ABR01H,0.6860,1.3280,0.9110,ABR
1646,ABR01H,0.9650,1.3510,1.3040,ABR
1647,ABR01H,0.4320,1.3180,0.5690,ABR
1648,ABR01H,0.7620,1.2660,0.9650,ABR
1649,ABR01H,0.7370,1.2110,0.8920,ABR
1650,ABR01H,0.6100,1.2520,0.7630,ABR
1651,ABR01H,1.1180,1.2890,1.4410,ABR
1652,ABR01H,0.3810,1.2960,0.4940,ABR
1653,ABR01H,0.8130,1.3320,1.0830,ABR
1654,ABR01H,0.4830,1.3130,0.6340,ABR
1655,ABR01H,0.7110,1.3400,0.9530,ABR
1656,ABR01H,0.8130,1.2230,0.9940,ABR
1657,ABR01H,1.4730,1.2170,1.7920,ABR
1658,ABR01H,0.7370,1.2250,0.9020,ABR
1659,ABR01H,0.5590,1.2850,0.7180,ABR
1660,ABR01H,0.9140,1.3200,1.2070,ABR
1661,ABR01H,1.0410,1.1580,1.2055,ABR
1662,ABR01H,1.1680,1.1000,1.2848,ABR
1663,ABR01H,1.4220,1.1470,1.6310,ABR
1664,ABR01H,0.8380,1.2480,1.0460,ABR
1665,ABR01H,0.8640,1.3050,1.1270,ABR
1666,ABR01H,0.9650,1.3430,1.2970,ABR
1667,ABR01H,0.4060,1.3150,0.5350,ABR
1668,ABR01H,0.7370,1.2900,0.9500,ABR
1669,ABR01H,0.7370,1.2760,0.9400,ABR
1670,ABR01H,0.7370,1.2510,0.9210,ABR
1671,ABR01H,0.8640,1.2320,1.0640,ABR
1672,ABR01H,0.7110,1.2300,0.8750,ABR
1673,ABR01H,0.7110,1.2420,0.8830,ABR
1674,ABR01H,0.6350,1.2530,0.7960,ABR
1675,ABR01H,1.0920,1.2790,1.3970,ABR
1676,ABR01H,0.6100,1.2550,0.7650,ABR
1677,ABR01H,0.8640,1.1680,1.0080,ABR
1678,ABR01H,0.5330,1.1780,0.6280,ABR
1679,ABR01H,0.7370,1.0710,0.7890,ABR
1680,ABR01H,1.6760,1.0370,1.7390,ABR
1681,ABR01H,0.7370,1.0310,0.7590,ABR
1682,ABR01H,1.3970,1.1390,1.5910,ABR
1683,ABR01H,0.9400,1.1150,1.0480,ABR
1684,ABR01H,1.7270,1.1270,1.9470,ABR
1685,ABR01H,1.1680,1.1280,1.3180,ABR
1686,ABR01H,0.7870,1.2120,0.9540,ABR
1687,ABR01H,0.9400,1.2320,1.1580,ABR
1688,ABR01H,0.6100,1.2270,0.7480,ABR
1689,ABR01H,0.7620,1.2470,0.9500,ABR
1690,ABR01H,0.7870,1.2640,0.9950,ABR
1691,ABR01H,0.6860,1.2390,0.8500,ABR
1692,ABR01H,1.0410,1.2190,1.2690,ABR
1693,ABR01H,0.7620,1.0930,0.8330,ABR
1694,ABR01H,0.8890,1.0540,0.9370,ABR
1695,ABR01H,0.3810,0.9780,0.3730,ABR
1696,ABR01H,0.9650,1.0640,1.0270,ABR
1697,ABR01H,0.9650,1.1380,1.0980,ABR
1698,ABR01H,1.0920,1.2130,1.3250,ABR
1699,ABR01H,0.6350,1.3120,0.8330,ABR
1700,ABR01H,0.7620,1.3200,1.0060,ABR
1701,ABR01H,0.6860,1.3090,0.8980,ABR
1702,ABR01H,0.6600,1.2430,0.8210,ABR
1703,ABR01H,0.8760,1.2410,1.0871,ABR
1704,ABR01H,1.0920,1.2720,1.3890,ABR
1705,ABR01H,0.5080,1.3180,0.6690,ABR
1706,ABR01H,0.7620,1.3520,1.0300,ABR
1707,ABR01H,0.5840,1.3810,0.8070,ABR
1708,ABR01H,0.9650,1.3620,1.3140,ABR
1709,ABR01H,0.7370,1.3350,0.9830,ABR
1710,ABR01H,0.8130,1.3490,1.0970,ABR
1711,ABR01H,0.6860,1.2590,0.8640,ABR
1712,ABR01H,0.8765,1.3220,1.1587,ABR
1713,ABR01H,1.0670,1.2840,1.3700,ABR
1714,ABR01H,0.8890,1.2660,1.1260,ABR
1715,ABR01H,1.0920,1.2840,1.4030,ABR
1716,ABR01H,0.7620,1.3610,1.0370,ABR
1717,ABR01H,0.6860,1.3680,0.9380,ABR
1718,ABR01H,1.2700,1.3960,1.7730,ABR
1719,ABR01H,0.2540,1.3500,0.3430,ABR
1720,ABR01H,0.7370,1.3320,0.9810,ABR
1721,ABR01H,0.8640,1.3370,1.1550,ABR
1722,ABR01H,0.8130,1.3310,1.0820,ABR
1723,ABR01H,0.7110,1.3360,0.9500,ABR
1724,ABR01H,0.9140,1.3110,1.1990,ABR
1725,ABR01H,0.4830,1.3100,0.6320,ABR
1726,ABR01H,1.1180,1.2990,1.4520,ABR
1727,ABR01H,0.4830,1.3000,0.6270,ABR
1728,ABR01H,0.5840,1.2880,0.7520,ABR
1729,ABR01H,1.0670,1.2900,1.3760,ABR
1730,ABR01H,0.6100,1.2220,0.7450,ABR
1731,ABR01H,0.6600,1.1940,0.7880,ABR
1732,ABR01H,0.8380,1.1770,0.9870,ABR
1733,ABR01H,0.6350,1.2210,0.7750,ABR
1734,ABR01H,1.5240,1.2780,1.9480,ABR
1735,ABR01H,1.3970,1.3500,1.8860,ABR
1736,ABR01H,0.8130,1.3330,1.0840,ABR
1737,ABR01H,0.6860,1.3300,0.9120,ABR
1738,ABR01H,1.4480,1.3300,1.9250,ABR
1739,ABR01H,0.9140,1.2540,1.1470,ABR
1740,ABR01H,0.8130,1.2350,1.0040,ABR
1741,ABR01H,1.3970,1.2950,1.8090,ABR
1742,ABR01H,1.1940,1.2620,1.5070,ABR
1743,ABR01H,1.0920,1.2520,1.3670,ABR
1744,ABR01H,0.9650,1.2950,1.2490,ABR
1745,ABR01H,0.4060,1.3140,0.5340,ABR
1746,ABR01H,0.3425,1.3170,0.4515,ABR
1747,ABR01H,0.3108,1.3185,0.4103,ABR
1748,ABR01H,0.2790,1.3200,0.3690,ABR
1749,ABR01H,0.7370,1.3040,0.9610,ABR
1750,ABR01H,0.7620,1.3270,1.0110,ABR
1751,ABR01H,0.7870,1.3500,1.0630,ABR
1752,ABR01H,0.9140,1.3580,1.2420,ABR
1753,ABR01H,0.3560,1.3490,0.4800,ABR
1754,ABR01H,0.9140,1.3550,1.2390,ABR
1755,ABR01H,0.8130,1.3450,1.0930,ABR
1756,ABR01H,0.4570,1.3390,0.6120,ABR
1757,ABR01H,0.5080,1.3150,0.6680,ABR
1758,ABR01H,0.8640,1.3290,1.1480,ABR
1759,ABR01H,0.4060,1.2900,0.5240,ABR
1760,ABR01H,1.0410,1.2820,1.3350,ABR
1761,ABR01H,0.8380,1.2390,1.0390,ABR
1762,ABR01H,0.8380,1.2410,1.0400,ABR
1763,ABR01H,0.7870,1.2320,0.9700,ABR
1764,ABR01H,0.9400,1.2310,1.1570,ABR
1765,ABR01H,0.8380,1.2710,1.0650,ABR
1766,ABR01H,0.7620,1.2840,0.9790,ABR
1767,ABR01H,0.5330,1.2980,0.6920,ABR
1768,ABR01H,0.8640,1.2960,1.1190,ABR
1769,ABR01H,0.6350,1.2910,0.8200,ABR
1770,ABR01H,0.5080,1.3160,0.6680,ABR
1771,ABR01H,0.6860,1.3210,0.9060,ABR
1772,ABR01H,0.7110,1.3090,0.9310,ABR
1773,ABR01H,0.6350,1.3410,0.8520,ABR
1774,ABR01H,1.3460,1.3750,1.8510,ABR
1775,ABR01H,1.0410,1.3500,1.4060,ABR
1776,ABR01H,0.6350,1.3150,0.8350,ABR
1777,ABR01H,1.1940,1.2790,1.5270,ABR
1778,ABR01H,0.7870,1.1320,0.8910,ABR
1779,ABR01H,1.1180,1.1450,1.2790,ABR
1780,ABR01H,0.9650,1.1560,1.1150,ABR
1781,ABR01H,1.0410,1.2390,1.2900,ABR
1782,ABR01H,1.0920,1.2750,1.3920,ABR
1783,ABR01H,0.8130,1.2830,1.0430,ABR
1784,ABR01H,0.6100,1.2840,0.7830,ABR
1785,ABR01H,1.0920,1.3130,1.4340,ABR
1786,ABR01H,0.5080,1.2930,0.6570,ABR
1787,ABR01H,0.7370,1.3060,0.9620,ABR
1788,ABR01H,0.3050,1.2910,0.3940,ABR
1789,ABR01H,0.9400,1.3260,1.2460,ABR
1790,ABR01H,0.6350,1.3430,0.8530,ABR
1791,ABR01H,0.6600,1.3520,0.8930,ABR
1792,ABR01H,0.6600,1.3430,0.8870,ABR
1793,ABR01H,0.5080,1.3270,0.6740,ABR
1794,ABR01H,0.9650,1.3140,1.2680,ABR
1795,ABR01H,0.8890,1.3080,1.1630,ABR
1796,ABR01H,0.9140,1.3090,1.1970,ABR
1797,ABR01H,0.2290,1.2510,0.2860,ABR
1798,ABR01H,0.6480,1.2295,0.7875,ABR
1799,ABR01H,0.8575,1.2188,1.0383,ABR
1800,ABR01H,0.9623,1.2134,1.1636,ABR
1801,ABR01H,1.0146,1.2107,1.2263,ABR
1802,ABR01H,1.0408,1.2093,1.2577,ABR
1803,ABR01H,1.0539,1.2087,1.2733,ABR
1804,ABR01H,1.0670,1.2080,1.2890,ABR
1805,ABR01H,0.9400,1.1790,1.1080,ABR
1806,ABR01H,1.2700,1.2310,1.5630,ABR
1807,ABR01H,0.8890,1.2830,1.1410,ABR
1808,ABR01H,1.0410,1.2570,1.3090,ABR
1809,ABR01H,1.1940,1.2350,1.4740,ABR
1810,ABR01H,1.0410,1.2770,1.3300,ABR
1811,ABR01H,0.9400,1.3420,1.2610,ABR
1812,ABR01H,0.8890,1.3520,1.2020,ABR
1813,ABR01H,0.3050,1.3800,0.4200,ABR
1814,ABR01H,1.3460,1.4180,1.9080,ABR
1815,ABR01H,1.0410,1.3620,1.4180,ABR
1816,ABR01H,0.5590,1.2900,0.7210,ABR
1817,ABR01H,0.6860,1.2030,0.8250,ABR
1818,ABR01H,1.1680,1.1490,1.3430,ABR
1819,ABR01H,0.6600,1.1360,0.7500,ABR
1820,ABR01H,1.5750,1.2330,1.9420,ABR
1821,ABR01H,1.7530,1.2250,2.1470,ABR
1822,ABR01H,1.4100,1.2090,1.7047,ABR
1823,ABR01H,1.0670,1.1960,1.2760,ABR
1824,ABR01H,1.3460,1.1280,1.5190,ABR
1825,ABR01H,1.3720,1.1750,1.6120,ABR
1826,ABR01H,0.6860,1.2030,0.8250,ABR
1827,ABR01H,1.5490,1.2000,1.8600,ABR
1828,ABR01H,0.8130,1.2060,0.9800,ABR
1829,ABR01H,1.5750,1.2310,1.9390,ABR
1830,ABR01H,0.6600,1.2290,0.8120,ABR
1831,ABR01H,1.2700,1.2320,1.5640,ABR
1832,ABR01H,1.6000,1.2260,1.9610,ABR
1833,ABR01H,0.7370,1.2310,0.9070,ABR
1834,ABR01H,1.1680,1.2450,1.4540,ABR
1835,ABR01H,1.3210,1.2430,1.6420,ABR
1836,ABR01H,0.7620,1.2640,0.9630,ABR
1837,ABR01H,1.2700,1.2440,1.5800,ABR
1838,ABR01H,1.3460,1.2280,1.6530,ABR
1839,ABR01H,0.9650,1.2150,1.1730,ABR
1840,ABR01H,0.9650,1.2000,1.1590,ABR
1841,ABR01H,1.0670,1.1670,1.2450,ABR
1842,ABR01H,1.0920,1.1640,1.2710,ABR
1843,ABR01H,0.8890,1.1620,1.0330,ABR
1844,ABR01H,1.7020,1.1760,2.0020,ABR
1845,ABR01H,1.2450,1.1120,1.3840,ABR
1846,ABR01H,0.7110,1.0800,0.7680,ABR
1847,ABR01H,0.8890,1.1440,1.0170,ABR
1848,ABR01H,1.4480,1.1500,1.6650,ABR
1849,ABR01H,0.7370,1.1570,0.8530,ABR
1850,ABR01H,0.7110,1.1570,0.8230,ABR
1851,ABR01H,0.5330,1.1960,0.6380,ABR
1852,ABR01H,0.8890,1.2180,1.0830,ABR
1853,ABR01H,0.7870,1.2360,0.9730,ABR
1854,ABR01H,0.7620,1.1840,0.9020,ABR
1855,ABR01H,0.8255,1.2130,1.0013,ABR
1856,ABR01H,0.8890,1.1980,1.0650,ABR
1857,ABR01H,1.3210,1.1910,1.5730,ABR
1858,ABR01H,1.1940,1.1550,1.3790,ABR
1859,ABR01H,1.0670,1.1660,1.2440,ABR
1860,ABR01H,1.1940,1.1550,1.3780,ABR
1861,ABR01H,1.1430,1.1510,1.3160,ABR
1862,ABR01H,0.9910,1.1630,1.1520,ABR
1863,ABR01H,0.7870,1.1580,0.9120,ABR
1864,ABR01H,1.6000,1.1580,1.8530,ABR
1865,ABR01H,1.0670,1.2150,1.2960,ABR
1866,ABR01H,0.7620,1.2490,0.9520,ABR
1867,ABR01H,0.7620,1.2090,0.9210,ABR
1868,ABR01H,0.9650,1.1590,1.1180,ABR
1869,ABR01H,1.7270,1.1800,2.0390,ABR
1870,ABR01H,0.9400,1.1480,1.0790,ABR
1871,ABR01H,1.1180,1.1620,1.2980,ABR
1872,ABR01H,1.4730,1.1630,1.7140,ABR
1873,ABR01H,0.8380,1.1510,0.9650,ABR
1874,ABR01H,1.1180,1.1430,1.2770,ABR
1875,ABR01H,1.4990,1.1640,1.7450,ABR
1876,ABR01H,0.6600,1.1620,0.7670,ABR
1877,ABR01H,0.9650,1.1780,1.1370,ABR
1878,ABR01H,0.6600,1.2360,0.8160,ABR
1879,ABR01H,1.0410,1.1700,1.2190,ABR
1880,ABR01H,1.0410,1.1490,1.1970,ABR
1881,ABR01H,1.3210,1.1210,1.4800,ABR
1882,ABR01H,1.2700,1.1040,1.4020,ABR
1883,ABR01H,1.5240,1.0750,1.6380,ABR
